station_id,date,time_utc,lat,lng,rainfall,temp,temp_max,temp_min,state,url_hash
KADAMTALA,24-Aug-2014,23:00:00,24.4,92.2,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
CHAILENGTA,24-Aug-2014,23:00:00,23.9,92,2,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
BELONIA,24-Aug-2014,23:00:00,23.2,91.5,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
AMARPUR,24-Aug-2014,23:00:00,23.5,91.6,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
JIRANIA,24-Aug-2014,23:00:00,23.8,91.4,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
CHAILENGTA,24-Aug-2014,22:00:00,23.9,92,2,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
AMARPUR,24-Aug-2014,22:00:00,23.5,91.6,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
BELONIA,24-Aug-2014,22:00:00,23.2,91.5,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
KADAMTALA,24-Aug-2014,22:00:00,24.4,92.2,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
JIRANIA,24-Aug-2014,22:00:00,23.8,91.4,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
AMARPUR,24-Aug-2014,21:00:00,23.5,91.6,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
JIRANIA,24-Aug-2014,21:00:00,23.8,91.4,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
KADAMTALA,24-Aug-2014,21:00:00,24.4,92.2,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
CHAILENGTA,24-Aug-2014,21:00:00,23.9,92,2,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
BELONIA,24-Aug-2014,21:00:00,23.2,91.5,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
AMARPUR,24-Aug-2014,20:00:00,23.5,91.6,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
BELONIA,24-Aug-2014,20:00:00,23.2,91.5,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
CHAILENGTA,24-Aug-2014,20:00:00,23.9,92,2,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
KADAMTALA,24-Aug-2014,20:00:00,24.4,92.2,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
JIRANIA,24-Aug-2014,20:00:00,23.8,91.4,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
JIRANIA,24-Aug-2014,19:00:00,23.8,91.4,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
KADAMTALA,24-Aug-2014,19:00:00,24.4,92.2,0,,,,41,8aae8f120c36a4f0fab57f66ddb9465f
