station_id,date,time_utc,lat,lng,rainfall,temp,temp_max,temp_min,state,url_hash
RADHANAGARI,24-Aug-2014,23:00:00,16.2,73.6,3,21.4,,,16,88be30d5c12867fad99b020382f2f2c5
CHAKUR,24-Aug-2014,23:00:00,18.3,76.5,0,,,,16,88be30d5c12867fad99b020382f2f2c5
PATAS,24-Aug-2014,23:00:00,18.4,74.4,72,,,,16,88be30d5c12867fad99b020382f2f2c5
PAITHAN,24-Aug-2014,23:00:00,19.4,75.3,5,,,,16,88be30d5c12867fad99b020382f2f2c5
PAUNI,24-Aug-2014,23:00:00,20.8,79.6,0,,,,16,88be30d5c12867fad99b020382f2f2c5
NARKHED,24-Aug-2014,23:00:00,21.3,78.3,0,,,,16,88be30d5c12867fad99b020382f2f2c5
MURTIZAPUR,24-Aug-2014,23:00:00,20.7,77.4,0,,,,16,88be30d5c12867fad99b020382f2f2c5
MANORA,24-Aug-2014,23:00:00,20.2,77.3,0,,,,16,88be30d5c12867fad99b020382f2f2c5
KARANJA LAD,24-Aug-2014,23:00:00,20.3,77.3,0,,,,16,88be30d5c12867fad99b020382f2f2c5
JUNNAR,24-Aug-2014,23:00:00,19.2,73.8,0,21.2,,,16,88be30d5c12867fad99b020382f2f2c5
HIWRA,24-Aug-2014,23:00:00,20.1,76.3,0,23.7,,,16,88be30d5c12867fad99b020382f2f2c5
GOLEGOAN,24-Aug-2014,23:00:00,19.2,73.9,0,,,,16,88be30d5c12867fad99b020382f2f2c5
GANGAKHED,24-Aug-2014,23:00:00,18.9,76.7,2,,,,16,88be30d5c12867fad99b020382f2f2c5
DEORI,24-Aug-2014,23:00:00,21.4,80.2,13,,,,16,88be30d5c12867fad99b020382f2f2c5
CHIPLUN,24-Aug-2014,23:00:00,17.3,73.3,0,24.3,,,16,88be30d5c12867fad99b020382f2f2c5
BHOOM,24-Aug-2014,23:00:00,18.3,75.4,3,,,,16,88be30d5c12867fad99b020382f2f2c5
AASTHI,24-Aug-2014,23:00:00,18.5,75.1,5,,,,16,88be30d5c12867fad99b020382f2f2c5
AHERI,24-Aug-2014,23:00:00,19.4,80,0,,,,16,88be30d5c12867fad99b020382f2f2c5
SHEGOAN,24-Aug-2014,23:00:00,20.5,76.4,0,,,,16,88be30d5c12867fad99b020382f2f2c5
SHAHADA,24-Aug-2014,23:00:00,21.3,74.3,0,,,,16,88be30d5c12867fad99b020382f2f2c5
SAKOLI,24-Aug-2014,23:00:00,21,80,49,24.7,,,16,88be30d5c12867fad99b020382f2f2c5
PUNE (MAGARPATTA),24-Aug-2014,23:00:00,18.6,73.9,43,12.9,,,16,88be30d5c12867fad99b020382f2f2c5
PUNE (NDA),24-Aug-2014,23:00:00,18.5,73.8,60,21.7,,,16,88be30d5c12867fad99b020382f2f2c5
PEN,24-Aug-2014,23:00:00,18.4,73.6,0,,,,16,88be30d5c12867fad99b020382f2f2c5
PARNER,24-Aug-2014,23:00:00,19,74.2,0,,,,16,88be30d5c12867fad99b020382f2f2c5
PUNE (ST JOSEPH),24-Aug-2014,23:00:00,18.5,73.8,79,21,,,16,88be30d5c12867fad99b020382f2f2c5
PUNE(SHIVAJINAGAR),24-Aug-2014,23:00:00,18.7,73.8,30,22.1,,,16,88be30d5c12867fad99b020382f2f2c5
PANCHGANI,24-Aug-2014,23:00:00,17.6,73.5,1,,,,16,88be30d5c12867fad99b020382f2f2c5
SANGOLA_ARG,24-Aug-2014,23:00:00,17.4,75.1,17,22.7,,,16,88be30d5c12867fad99b020382f2f2c5
PUNE (LAVALE),24-Aug-2014,23:00:00,18.5,73.7,70,21.2,,,16,88be30d5c12867fad99b020382f2f2c5
PUNE (WADGAONSHERI),24-Aug-2014,23:00:00,18.5,73.9,0,22.5,,,16,88be30d5c12867fad99b020382f2f2c5
SAKRI,24-Aug-2014,23:00:00,21,74.2,0,,,,16,88be30d5c12867fad99b020382f2f2c5
SHIRUR,24-Aug-2014,23:00:00,19.1,76.1,6,,,,16,88be30d5c12867fad99b020382f2f2c5
TALODA,24-Aug-2014,23:00:00,21.6,74.2,0,,,,16,88be30d5c12867fad99b020382f2f2c5
TELHARA,24-Aug-2014,23:00:00,20,76.5,0,,,,16,88be30d5c12867fad99b020382f2f2c5
VANI (DINDORI),24-Aug-2014,23:00:00,20.3,73.8,0,,,,16,88be30d5c12867fad99b020382f2f2c5
