station_id,date,time_utc,lat,lng,rainfall,temp,temp_max,temp_min,state,url_hash
GHAGHRA,24-Aug-2014,23:00:00,23.5,84.6,0,20.4,,,11,51ae1225c29275f695df405edc17261d
BASIA,24-Aug-2014,23:00:00,22.9,84.8,0,,,,11,51ae1225c29275f695df405edc17261d
CHAIBASA,24-Aug-2014,23:00:00,22.5,85.1,0,26.1,,,11,51ae1225c29275f695df405edc17261d
KUNDAHIT,24-Aug-2014,23:00:00,23.8,87.2,0,,,,11,51ae1225c29275f695df405edc17261d
NEEMDIH,24-Aug-2014,23:00:00,23,86.1,0,,,,11,51ae1225c29275f695df405edc17261d
RANCHI_ARG,24-Aug-2014,23:00:00,23.3,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
BERO,24-Aug-2014,23:00:00,23.3,85.1,0,,,,11,51ae1225c29275f695df405edc17261d
GHAGHRA,24-Aug-2014,22:00:00,23.5,84.6,0,22.3,,,11,51ae1225c29275f695df405edc17261d
KUNDAHIT,24-Aug-2014,22:00:00,23.8,87.2,0,,,,11,51ae1225c29275f695df405edc17261d
MARCHO,24-Aug-2014,22:00:00,24.3,85.4,0,,,,11,51ae1225c29275f695df405edc17261d
BASIA,24-Aug-2014,22:00:00,22.9,84.8,0,,,,11,51ae1225c29275f695df405edc17261d
CHAIBASA,24-Aug-2014,22:00:00,22.5,85.1,0,26.2,,,11,51ae1225c29275f695df405edc17261d
NEEMDIH,24-Aug-2014,22:00:00,23,86.1,0,,,,11,51ae1225c29275f695df405edc17261d
RANCHI_ARG,24-Aug-2014,22:00:00,23.3,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
RAMGARH,24-Aug-2014,22:00:00,23.6,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
BERO,24-Aug-2014,22:00:00,23.3,85.1,0,,,,11,51ae1225c29275f695df405edc17261d
GHAGHRA,24-Aug-2014,21:00:00,23.5,84.6,0,19.6,,,11,51ae1225c29275f695df405edc17261d
KUNDAHIT,24-Aug-2014,21:00:00,23.8,87.2,0,,,,11,51ae1225c29275f695df405edc17261d
RAMGARH,24-Aug-2014,21:00:00,23.6,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
BERO,24-Aug-2014,21:00:00,23.3,85.1,0,,,,11,51ae1225c29275f695df405edc17261d
CHAIBASA,24-Aug-2014,21:00:00,22.5,85.1,0,26.4,,,11,51ae1225c29275f695df405edc17261d
NEEMDIH,24-Aug-2014,21:00:00,23,86.1,0,,,,11,51ae1225c29275f695df405edc17261d
BASIA,24-Aug-2014,21:00:00,22.9,84.8,0,,,,11,51ae1225c29275f695df405edc17261d
BASIA,24-Aug-2014,20:00:00,22.9,84.8,0,,,,11,51ae1225c29275f695df405edc17261d
GHAGHRA,24-Aug-2014,20:00:00,23.5,84.6,0,20.6,,,11,51ae1225c29275f695df405edc17261d
KUNDAHIT,24-Aug-2014,20:00:00,23.8,87.2,0,,,,11,51ae1225c29275f695df405edc17261d
RAMGARH,24-Aug-2014,20:00:00,23.6,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
BERO,24-Aug-2014,20:00:00,23.3,85.1,0,,,,11,51ae1225c29275f695df405edc17261d
CHAIBASA,24-Aug-2014,20:00:00,22.5,85.1,0,26.9,,,11,51ae1225c29275f695df405edc17261d
NEEMDIH,24-Aug-2014,20:00:00,23,86.1,0,,,,11,51ae1225c29275f695df405edc17261d
RANCHI_ARG,24-Aug-2014,20:00:00,23.3,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
BASIA,24-Aug-2014,19:00:00,22.9,84.8,0,,,,11,51ae1225c29275f695df405edc17261d
GHAGHRA,24-Aug-2014,19:00:00,23.5,84.6,0,22.6,,,11,51ae1225c29275f695df405edc17261d
KUNDAHIT,24-Aug-2014,19:00:00,23.8,87.2,0,,,,11,51ae1225c29275f695df405edc17261d
RAMGARH,24-Aug-2014,19:00:00,23.6,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
BERO,24-Aug-2014,19:00:00,23.3,85.1,0,,,,11,51ae1225c29275f695df405edc17261d
CHAIBASA,24-Aug-2014,19:00:00,22.5,85.1,0,26.9,,,11,51ae1225c29275f695df405edc17261d
NEEMDIH,24-Aug-2014,19:00:00,23,86.1,0,,,,11,51ae1225c29275f695df405edc17261d
RANCHI_ARG,24-Aug-2014,19:00:00,23.3,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
BASIA,24-Aug-2014,18:00:00,22.9,84.8,0,,,,11,51ae1225c29275f695df405edc17261d
KUNDAHIT,24-Aug-2014,18:00:00,23.8,87.2,0,,,,11,51ae1225c29275f695df405edc17261d
RAMGARH,24-Aug-2014,18:00:00,23.6,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
BERO,24-Aug-2014,18:00:00,23.3,85.1,0,,,,11,51ae1225c29275f695df405edc17261d
CHAIBASA,24-Aug-2014,18:00:00,22.5,85.1,0,27.5,,,11,51ae1225c29275f695df405edc17261d
RANCHI_ARG,24-Aug-2014,18:00:00,23.3,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
GHAGHRA,24-Aug-2014,18:00:00,23.5,84.6,0,20.6,,,11,51ae1225c29275f695df405edc17261d
BASIA,24-Aug-2014,17:00:00,22.9,84.8,0,,,,11,51ae1225c29275f695df405edc17261d
GHAGHRA,24-Aug-2014,17:00:00,23.5,84.6,0,21.2,,,11,51ae1225c29275f695df405edc17261d
KUNDAHIT,24-Aug-2014,17:00:00,23.8,87.2,0,,,,11,51ae1225c29275f695df405edc17261d
RAMGARH,24-Aug-2014,17:00:00,23.6,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
BERO,24-Aug-2014,17:00:00,23.3,85.1,0,,,,11,51ae1225c29275f695df405edc17261d
CHAIBASA,24-Aug-2014,17:00:00,22.5,85.1,0,27.7,,,11,51ae1225c29275f695df405edc17261d
NEEMDIH,24-Aug-2014,17:00:00,23,86.1,0,,,,11,51ae1225c29275f695df405edc17261d
RANCHI_ARG,24-Aug-2014,17:00:00,23.3,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
GHAGHRA,24-Aug-2014,16:00:00,23.5,84.6,0,23.9,,,11,51ae1225c29275f695df405edc17261d
RAMGARH,24-Aug-2014,16:00:00,23.6,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
BERO,24-Aug-2014,16:00:00,23.3,85.1,0,,,,11,51ae1225c29275f695df405edc17261d
CHAIBASA,24-Aug-2014,16:00:00,22.5,85.1,0,27.8,,,11,51ae1225c29275f695df405edc17261d
NEEMDIH,24-Aug-2014,16:00:00,23,86.1,0,,,,11,51ae1225c29275f695df405edc17261d
RANCHI_ARG,24-Aug-2014,16:00:00,23.3,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
BASIA,24-Aug-2014,16:00:00,22.9,84.8,0,,,,11,51ae1225c29275f695df405edc17261d
BASIA,24-Aug-2014,15:00:00,22.9,84.8,0,,,,11,51ae1225c29275f695df405edc17261d
GHAGHRA,24-Aug-2014,15:00:00,23.5,84.6,0,22.1,,,11,51ae1225c29275f695df405edc17261d
KUNDAHIT,24-Aug-2014,15:00:00,23.8,87.2,0,,,,11,51ae1225c29275f695df405edc17261d
RAMGARH,24-Aug-2014,15:00:00,23.6,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
BERO,24-Aug-2014,15:00:00,23.3,85.1,0,,,,11,51ae1225c29275f695df405edc17261d
CHAIBASA,24-Aug-2014,15:00:00,22.5,85.1,0,28,,,11,51ae1225c29275f695df405edc17261d
NEEMDIH,24-Aug-2014,15:00:00,23,86.1,0,,,,11,51ae1225c29275f695df405edc17261d
RANCHI_ARG,24-Aug-2014,15:00:00,23.3,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
BASIA,24-Aug-2014,14:00:00,22.9,84.8,0,,,,11,51ae1225c29275f695df405edc17261d
GHAGHRA,24-Aug-2014,14:00:00,23.5,84.6,0,23.5,,,11,51ae1225c29275f695df405edc17261d
KUNDAHIT,24-Aug-2014,14:00:00,23.8,87.2,0,,,,11,51ae1225c29275f695df405edc17261d
TORPA,24-Aug-2014,14:00:00,22.9,85.4,1,,,,11,51ae1225c29275f695df405edc17261d
CHAIBASA,24-Aug-2014,14:00:00,22.5,85.1,0,28.2,,,11,51ae1225c29275f695df405edc17261d
RANCHI_ARG,24-Aug-2014,14:00:00,23.3,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
RAMGARH,24-Aug-2014,14:00:00,23.6,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
BERO,24-Aug-2014,14:00:00,23.3,85.1,0,,,,11,51ae1225c29275f695df405edc17261d
NEEMDIH,24-Aug-2014,14:00:00,23,86.1,0,,,,11,51ae1225c29275f695df405edc17261d
GHAGHRA,24-Aug-2014,13:00:00,23.5,84.6,0,21.7,,,11,51ae1225c29275f695df405edc17261d
KUNDAHIT,24-Aug-2014,13:00:00,23.8,87.2,0,,,,11,51ae1225c29275f695df405edc17261d
CHAIBASA,24-Aug-2014,13:00:00,22.5,85.1,0,28.6,,,11,51ae1225c29275f695df405edc17261d
BASIA,24-Aug-2014,13:00:00,22.9,84.8,0,,,,11,51ae1225c29275f695df405edc17261d
BERO,24-Aug-2014,13:00:00,23.3,85.1,0,,,,11,51ae1225c29275f695df405edc17261d
NEEMDIH,24-Aug-2014,13:00:00,23,86.1,0,,,,11,51ae1225c29275f695df405edc17261d
RANCHI_ARG,24-Aug-2014,13:00:00,23.3,85.5,0,,,,11,51ae1225c29275f695df405edc17261d
