station_id,date,time_utc,lat,lng,rainfall,temp,temp_max,temp_min,state,url_hash
ELLANABAD,24-Aug-2014,23:00:00,29.4,74.7,0,27.1,,,9,cbc2a8248c921d36a1fe14bedb783a98
SIWANI,24-Aug-2014,23:00:00,28.9,75.6,0,,,,9,cbc2a8248c921d36a1fe14bedb783a98
BAHADURGARH,24-Aug-2014,23:00:00,28.7,76.9,0,,,,9,cbc2a8248c921d36a1fe14bedb783a98
CHIKA,24-Aug-2014,23:00:00,30,76.3,0,,,,9,cbc2a8248c921d36a1fe14bedb783a98
DABWALI,24-Aug-2014,23:00:00,30,74.7,0,,,,9,cbc2a8248c921d36a1fe14bedb783a98
ISRANA,24-Aug-2014,23:00:00,29.3,76.8,0,26.4,,,9,cbc2a8248c921d36a1fe14bedb783a98
KALANAUR,24-Aug-2014,23:00:00,28.9,76.2,0,,,,9,cbc2a8248c921d36a1fe14bedb783a98
MEHAM,24-Aug-2014,23:00:00,28.8,76.1,0,26.9,,,9,cbc2a8248c921d36a1fe14bedb783a98
PANIPAT,24-Aug-2014,23:00:00,29.4,77,0,,,,9,cbc2a8248c921d36a1fe14bedb783a98
RATIA,24-Aug-2014,23:00:00,29.7,75.6,0,,,,9,cbc2a8248c921d36a1fe14bedb783a98
BAHADURGARH,24-Aug-2014,22:00:00,28.7,76.9,0,,,,9,cbc2a8248c921d36a1fe14bedb783a98
CHIKA,24-Aug-2014,22:00:00,30,76.3,0,,,,9,cbc2a8248c921d36a1fe14bedb783a98
DABWALI,24-Aug-2014,22:00:00,30,74.7,0,,,,9,cbc2a8248c921d36a1fe14bedb783a98
ELLANABAD,24-Aug-2014,22:00:00,29.4,74.7,0,27.1,,,9,cbc2a8248c921d36a1fe14bedb783a98
ISRANA,24-Aug-2014,22:00:00,29.3,76.8,0,26.3,,,9,cbc2a8248c921d36a1fe14bedb783a98
KALANAUR,24-Aug-2014,22:00:00,28.9,76.2,0,,,,9,cbc2a8248c921d36a1fe14bedb783a98
GOHANA,24-Aug-2014,22:00:00,29.1,76.7,0,,,,9,cbc2a8248c921d36a1fe14bedb783a98
SIWANI,24-Aug-2014,22:00:00,28.9,75.6,0,,,,9,cbc2a8248c921d36a1fe14bedb783a98
RATIA,24-Aug-2014,22:00:00,29.7,75.6,0,,,,9,cbc2a8248c921d36a1fe14bedb783a98
