station_id,date,time_utc,lat,lng,rainfall,temp,temp_max,temp_min,state,url_hash
SRINAGAR_ARG,24-Aug-2014,23:00:00,30.2,78.8,0,24.6,,,33,c6a36e9db35be3df8cc9f2b134e8794f
RAMNAGAR,24-Aug-2014,23:00:00,29.4,79.1,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
RISHIKESH,24-Aug-2014,23:00:00,30.1,78.3,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
PATI,24-Aug-2014,23:00:00,29.4,79.9,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
KOTDWAR,24-Aug-2014,23:00:00,29.7,78.5,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
RISHIKESH,24-Aug-2014,22:00:00,30.1,78.3,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
KOTDWAR,24-Aug-2014,22:00:00,29.7,78.5,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
PATI,24-Aug-2014,22:00:00,29.4,79.9,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
RAMNAGAR,24-Aug-2014,22:00:00,29.4,79.1,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
SRINAGAR_ARG,24-Aug-2014,22:00:00,30.2,78.8,0,24.9,,,33,c6a36e9db35be3df8cc9f2b134e8794f
KOTDWAR,24-Aug-2014,21:00:00,29.7,78.5,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
RAMNAGAR,24-Aug-2014,21:00:00,29.4,79.1,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
PATI,24-Aug-2014,21:00:00,29.4,79.9,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
RISHIKESH,24-Aug-2014,21:00:00,30.1,78.3,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
SRINAGAR_ARG,24-Aug-2014,21:00:00,30.2,78.8,0,24.9,,,33,c6a36e9db35be3df8cc9f2b134e8794f
RAMNAGAR,24-Aug-2014,20:00:00,29.4,79.1,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
RISHIKESH,24-Aug-2014,20:00:00,30.1,78.3,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
PATI,24-Aug-2014,20:00:00,29.4,79.9,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
KOTDWAR,24-Aug-2014,20:00:00,29.7,78.5,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
SRINAGAR_ARG,24-Aug-2014,20:00:00,30.2,78.8,0,25.3,,,33,c6a36e9db35be3df8cc9f2b134e8794f
RAMNAGAR,24-Aug-2014,19:00:00,29.4,79.1,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
PATI,24-Aug-2014,19:00:00,29.4,79.9,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
SRINAGAR_ARG,24-Aug-2014,19:00:00,30.2,78.8,0,25.9,,,33,c6a36e9db35be3df8cc9f2b134e8794f
KOTDWAR,24-Aug-2014,19:00:00,29.7,78.5,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
RISHIKESH,24-Aug-2014,19:00:00,30.1,78.3,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
RAMNAGAR,24-Aug-2014,18:00:00,29.4,79.1,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
KOTDWAR,24-Aug-2014,18:00:00,29.7,78.5,0,,,,33,c6a36e9db35be3df8cc9f2b134e8794f
