station_id,date,time_utc,lat,lng,rainfall,temp,temp_max,temp_min,state,url_hash
ZAINAPORA,24-Aug-2014,23:00:00,33.8,75,0,,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
BHADERWAH,24-Aug-2014,23:00:00,33,75.7,0,,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
BANDIPORA,24-Aug-2014,23:00:00,34.3,74.6,0,13.7,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
KATHUA,24-Aug-2014,23:00:00,32.4,75.5,0,,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
RAJPURA MANDI,24-Aug-2014,23:00:00,33.8,74.2,0,,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
RAJOURI,24-Aug-2014,23:00:00,33.4,74.3,0,,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
KATHUA,24-Aug-2014,22:00:00,32.4,75.5,0,,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
BHADERWAH,24-Aug-2014,22:00:00,33,75.7,0,,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
BANDIPORA,24-Aug-2014,22:00:00,34.3,74.6,0,13.7,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
KHUDWANI,24-Aug-2014,22:00:00,33.7,75.1,0,13.2,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
RAJOURI,24-Aug-2014,22:00:00,33.4,74.3,0,,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
ZAINAPORA,24-Aug-2014,22:00:00,33.8,75,0,,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
RAJPURA MANDI,24-Aug-2014,22:00:00,33.8,74.2,0,,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
BHADERWAH,24-Aug-2014,21:00:00,33,75.7,0,,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
BANDIPORA,24-Aug-2014,21:00:00,34.3,74.6,0,14.4,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
KATHUA,24-Aug-2014,21:00:00,32.4,75.5,0,,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
RAJPURA MANDI,24-Aug-2014,21:00:00,33.8,74.2,0,,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
ZAINAPORA,24-Aug-2014,21:00:00,33.8,75,0,,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
KHUDWANI,24-Aug-2014,21:00:00,33.7,75.1,0,13.7,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
BANDIPORA,24-Aug-2014,20:00:00,34.3,74.6,0,15.3,,,40,f0eb429ef20e849bf1aa0152fe8e8ce4
