station_id,date,time_utc,lat,lng,rainfall,temp,temp_max,temp_min,state,url_hash
BIHARSHARRIF,24-Aug-2014,23:00:00,25.2,85.5,0,,,,36,b9aca1483fd84002b2976e204df55c67
ROSERA,24-Aug-2014,23:00:00,26,86.9,4,,,,36,b9aca1483fd84002b2976e204df55c67
ROSERA,24-Aug-2014,22:00:00,26,86.9,903,,,,36,b9aca1483fd84002b2976e204df55c67
HATHUA,24-Aug-2014,22:00:00,26.4,84.3,0,,,,36,b9aca1483fd84002b2976e204df55c67
BIHARSHARRIF,24-Aug-2014,22:00:00,25.2,85.5,0,,,,36,b9aca1483fd84002b2976e204df55c67
BIHARSHARRIF,24-Aug-2014,21:00:00,25.2,85.5,0,,,,36,b9aca1483fd84002b2976e204df55c67
HATHUA,24-Aug-2014,21:00:00,26.4,84.3,0,,,,36,b9aca1483fd84002b2976e204df55c67
HATHUA,24-Aug-2014,20:00:00,26.4,84.3,0,,,,36,b9aca1483fd84002b2976e204df55c67
BIHARSHARRIF,24-Aug-2014,20:00:00,25.2,85.5,0,,,,36,b9aca1483fd84002b2976e204df55c67
ROSERA,24-Aug-2014,19:00:00,26,86.9,0,,,,36,b9aca1483fd84002b2976e204df55c67
HATHUA,24-Aug-2014,19:00:00,26.4,84.3,0,,,,36,b9aca1483fd84002b2976e204df55c67
BIHARSHARRIF,24-Aug-2014,19:00:00,25.2,85.5,0,,,,36,b9aca1483fd84002b2976e204df55c67
HATHUA,24-Aug-2014,18:00:00,26.4,84.3,0,,,,36,b9aca1483fd84002b2976e204df55c67
ROSERA,24-Aug-2014,18:00:00,26,86.9,0,,,,36,b9aca1483fd84002b2976e204df55c67
BIHARSHARRIF,24-Aug-2014,18:00:00,25.2,85.5,0,,,,36,b9aca1483fd84002b2976e204df55c67
BIHARSHARRIF,24-Aug-2014,17:00:00,25.2,85.5,0,,,,36,b9aca1483fd84002b2976e204df55c67
HATHUA,24-Aug-2014,17:00:00,26.4,84.3,0,,,,36,b9aca1483fd84002b2976e204df55c67
HATHUA,24-Aug-2014,16:00:00,26.4,84.3,0,,,,36,b9aca1483fd84002b2976e204df55c67
BIHARSHARRIF,24-Aug-2014,16:00:00,25.2,85.5,0,,,,36,b9aca1483fd84002b2976e204df55c67
HATHUA,24-Aug-2014,15:00:00,26.4,84.3,0,,,,36,b9aca1483fd84002b2976e204df55c67
BIHARSHARRIF,24-Aug-2014,15:00:00,25.2,85.5,0,,,,36,b9aca1483fd84002b2976e204df55c67
BIHARSHARRIF,24-Aug-2014,14:00:00,25.2,85.5,0,,,,36,b9aca1483fd84002b2976e204df55c67
HATHUA,24-Aug-2014,14:00:00,26.4,84.3,0,,,,36,b9aca1483fd84002b2976e204df55c67
HATHUA,24-Aug-2014,13:00:00,26.4,84.3,0,,,,36,b9aca1483fd84002b2976e204df55c67
BIHARSHARRIF,24-Aug-2014,13:00:00,25.2,85.5,0,,,,36,b9aca1483fd84002b2976e204df55c67
HATHUA,24-Aug-2014,12:00:00,26.4,84.3,0,,,,36,b9aca1483fd84002b2976e204df55c67
BIHARSHARRIF,24-Aug-2014,12:00:00,25.2,85.5,0,,,,36,b9aca1483fd84002b2976e204df55c67
HATHUA,24-Aug-2014,11:00:00,26.4,84.3,0,,,,36,b9aca1483fd84002b2976e204df55c67
BIHARSHARRIF,24-Aug-2014,11:00:00,25.2,85.5,0,,,,36,b9aca1483fd84002b2976e204df55c67
HATHUA,24-Aug-2014,10:00:00,26.4,84.3,0,,,,36,b9aca1483fd84002b2976e204df55c67
BIHARSHARRIF,24-Aug-2014,10:00:00,25.2,85.5,0,,,,36,b9aca1483fd84002b2976e204df55c67
HATHUA,24-Aug-2014,09:00:00,26.4,84.3,0,,,,36,b9aca1483fd84002b2976e204df55c67
